tweet_text,cyberbullying_type
I just want vanilla Oreos,Non-offensive
I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF,Non-offensive
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",Non-offensive
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",Non-offensive
"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",Non-offensive
I learnt about birds as a child. Best time to learn @BBCRadio2,Non-offensive
I like Rivers he talks a lot of trash you can tell he loves the game,Non-offensive
I like the Yankees toinight -107 http://t.co/J4rhaMBu,Non-offensive
"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",Non-offensive
"I liked a @YouTube video http://t.co/QGNHiLdTTv The Sock Fairy, a short film",Non-offensive
I live for two-bite brownies,Non-offensive
I look like a dusty bird today..,Non-offensive
"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.",Non-offensive
I love Liv when she gets ghetto,Non-offensive
I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. http://www.activesurplus.com/,Non-offensive
"I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us.",Non-offensive
I love jigg jigg&#128514;,Non-offensive
I love me some chunky babies &#128525;&#128525;,Non-offensive
I love the acoustic domes in the hallways. Favorite place to sing in public. No lie. http://t.co/G6Az9ryUbQ,Non-offensive
I love watching birds migrate. Wish I understood why it's such a peaceful sight.,Non-offensive
I love wearing fuzzy socks to work,Non-offensive
I luh to lick the middle like an Oreo,Non-offensive
"I luv watching gas monkey, they be havin some classics on there.",Non-offensive
I may or may not have at least 4 FOB related tattoos already planned out.,Non-offensive
"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;",Non-offensive
"I mean...If you blow a foul there, it has to be a yellow in that situation no?",Non-offensive
I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?,Non-offensive
I miss my monkey &#128533;,Non-offensive
I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,Non-offensive
I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,Non-offensive
I need a heated bra because my nips hurt so bad!,Non-offensive
I need like 43 fuzzy blankets to sleep &#128525;&#128139;,Non-offensive
I need sleep but can't seem to get that place that let's you clam down and sleep :(,Non-offensive
I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?,Non-offensive
I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,Non-offensive
I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,Non-offensive
I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,Non-offensive
I rather watch the oak cliff redskins and oak cliff comets play hell,Non-offensive
I really want a girl to make me some brownies &#128553;&#128557;,Non-offensive
I really want a sports star to get a pet monkey and name him Achilles.,Non-offensive
I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,Non-offensive
I remember the VA Tech band called us planet of the apes. I was ready to flip,Non-offensive
I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,Non-offensive
I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY,Non-offensive
I see u jigga!!!! Hillary $wankin,Non-offensive
I see ya big Boi in the Oreo V's,Non-offensive
I sho do miss my Uncle Tom,Non-offensive
I should start wearing beanies more,Non-offensive
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,Non-offensive
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,Non-offensive
I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,Non-offensive
I talked to some birds... I fell in love again..,Non-offensive
I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,Non-offensive
I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,Non-offensive
I think I'll just eat this brownie and pass out,Non-offensive
I think I'm gonna walk around the house free as a bird.,Non-offensive
I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,Non-offensive
I thought she was albino tho &#128563;,Non-offensive
"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",Non-offensive
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",Non-offensive
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,Non-offensive
I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,Non-offensive
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",Non-offensive
I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,Non-offensive
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",Non-offensive
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,Non-offensive
I wanna go to a trash talk concert,Non-offensive
I wanna try pot brownies.,Non-offensive
I want Oreos!! Who can help me,Non-offensive
I want a cowboy killer,Non-offensive
I want a four loco right now so I can chug it and go straight to sleep.,Non-offensive
I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,Non-offensive
"I want some cookies, brownies and ice cream. &#128523;",Non-offensive
I want some monkey bread &#128553;&#128588;,Non-offensive
I want some monkey bread.,Non-offensive
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,Non-offensive
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",Non-offensive
"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",Non-offensive
I was in love with Charlie &#128553;,Non-offensive
I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,Non-offensive
I was told never fold &amp; never sell my sole,Non-offensive
I went outside and got mad bc this weather is trash,Non-offensive
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",Non-offensive
"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",Non-offensive
I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,Non-offensive
"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",Non-offensive
I would describe @whatupag's work as blaxican.,Non-offensive
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",Non-offensive
"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",Non-offensive
I'd be the best at owning a bird. I could teach them the funniest things to say.,Non-offensive
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,Non-offensive
I'd kill to meet Charlie Sheen.,Non-offensive
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,Non-offensive
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,Non-offensive
I'll be a Yankee fan forever,Non-offensive
I'll give you a baby zebra girl.,Non-offensive
I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,Non-offensive
"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",Non-offensive
"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",Non-offensive
I'm Hun-gry,Non-offensive
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,Non-offensive
"I'm a redneck, but without the homophobia and racism",Non-offensive
I'm a sucker for colored eyes &#128532;&#128532;,Non-offensive
I'm about to post my Charlie Clips vs Yung ill rap battle review in a few,Non-offensive
"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?",Non-offensive
I'm definitely watching that mook/ lux battle today damn it!!!,Non-offensive
I'm finna see the Yankees win a baseball game,Non-offensive
I'm getting sleepy and my phone is acting retarded...,Non-offensive
"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",Non-offensive
I'm gonna be ghetto and color over the stain with a sharpie ctfu,Non-offensive
I'm hooked on monkey phonics.,Non-offensive
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,Non-offensive
I'm jus a trill nicca mane,Non-offensive
I'm just sitting here waiting for twitter to explode once this Yankees game ends,Non-offensive
I'm just tryna get to sleep before the birds start getting rowdy.,Non-offensive
I'm making pollo a la brasso today,Non-offensive
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",Non-offensive
I'm not from the ghetto.,Non-offensive
I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.,Non-offensive
I'm okay with rasor talking trash,Non-offensive
I'm such a retard sometimes.,Non-offensive
I'm the biggest redskins dam right now if they get this stop,Non-offensive
I've got a birds eye view of all the secrets you keep.,Non-offensive
"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",Non-offensive
I've never had a Twinkie.,Non-offensive
I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,Non-offensive
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,Non-offensive
"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",Non-offensive
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,Non-offensive
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",Non-offensive
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,Non-offensive
Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,Non-offensive
"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",Non-offensive
"If I ever committ a crime, you can cite LVL as being the sole influence.",Non-offensive
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,Non-offensive
"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",Non-offensive
"If Temple beats Rutgers today, I will be a happy clam.",Non-offensive
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,Non-offensive
"If ever sports seemed scripted , this ending to this Yankee game proved it",Non-offensive
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,Non-offensive
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,Non-offensive
"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E",Non-offensive
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",Non-offensive
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",Non-offensive
"If the crust ain&#8217;t graham cracker, keep that pie",Non-offensive
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,Non-offensive
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,Non-offensive
"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",Non-offensive
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,Non-offensive
"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",Non-offensive
"If you must call me a cracker, please call me a Cheez-It, not a saltine.",Non-offensive
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",Non-offensive
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",Non-offensive
"If you've ever been to drunk to fish, you might be a redneck",Non-offensive
Iggy is trending. Twitter's trash today.,Non-offensive
Igot to level 21 so far on flappy birds smh,Non-offensive
Im a twat,Non-offensive
Im glad I met this chick. Reminds me the trash I left behind,Non-offensive
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,Non-offensive
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,Non-offensive
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,Non-offensive
Ima trash @ForeverMEM85 in fantasy,Non-offensive
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,Non-offensive
Inbed eating left over poppadom. #livinthedream,Non-offensive
Indiana lost to Bowling Green. Big Ten continues to be trash.,Non-offensive
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",Non-offensive
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,Non-offensive
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,Non-offensive
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,Non-offensive
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,Non-offensive
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,Non-offensive
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,Non-offensive
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,Non-offensive
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,Non-offensive
Is Yankee in a good mood today or what,Non-offensive
Is dare any colored players in hockey?,Non-offensive
"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",Non-offensive
Is it weird licking your own nip?,Non-offensive
Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,Non-offensive
Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,Non-offensive
It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,Non-offensive
It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,Non-offensive
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",Non-offensive
It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,Non-offensive
It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,Non-offensive
"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",Non-offensive
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,Non-offensive
"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",Non-offensive
"It's almost Christmas, Charlie Brown...",Non-offensive
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,Non-offensive
"It's just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies! http://t.co/OOILML6M",Non-offensive
It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,Non-offensive
It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF,Non-offensive
It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,Non-offensive
"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",Non-offensive
"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials",Non-offensive
Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,Non-offensive
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",Non-offensive
Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,Non-offensive
Jeter almost broke Yankee stadium,Non-offensive
Jets trash,Non-offensive
Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,Non-offensive
Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah,Non-offensive
"Jihadi pop music debates: &#8220;yo, bro, did you hear the latest Abu Yasser hit?&#8221;, &#8220;No bro, I&#8217;m totally an Abu Hajar fan&#8221; #UnderGroundCulture",Non-offensive
Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,Non-offensive
Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ,Non-offensive
Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,Non-offensive
Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn,Non-offensive
Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,Non-offensive
Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,Non-offensive
Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,Non-offensive
"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",Non-offensive
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,Non-offensive
Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?,Non-offensive
Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,Non-offensive
Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,Non-offensive
Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,Non-offensive
"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop",Non-offensive
Joba Chamberlain looks like a homeless guy that won a contest. #Yankees,Non-offensive
John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,Non-offensive
Johnny Manziel just flipped somebody the bird...,Non-offensive
Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB,Non-offensive
Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK,Non-offensive
Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,Non-offensive
"Js on my feet, that song is trash too loll",Non-offensive
Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?,Non-offensive
Just cleaned my fingernails with a knife. #hillbilly @shanemoses625,Non-offensive
Just got done taking some photos with brownie #flowcity,Non-offensive
Just hit 40 in flappy bird.&#128527;,Non-offensive
Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2,Non-offensive
"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",Non-offensive
Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,Non-offensive
Just purchased my first trenta iced coffee....this is a slippery slope,Non-offensive
Just saw a crow gallop across the road. #mmkay #wut &#128514;,Non-offensive
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,Non-offensive
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",Non-offensive
Just stopped by the line up room @BeaLack still look like a doo wop singer.,Non-offensive
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,Non-offensive
KFC biscuits trash now,Non-offensive
"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",Non-offensive
Kanyeeeeeee is just a yard ape acting idiot!just stupid...,Non-offensive
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,Non-offensive
Kentucky Fried cater to da white folk. No colored menu,Non-offensive
Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,Non-offensive
Kill la kill was trash,Non-offensive
Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,Non-offensive
"King, TI vs tip and that troubleman albums all trash.",Non-offensive
Knock em down wit sum chunky &#128548;&#128299;,Non-offensive
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT",Non-offensive
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,Non-offensive
LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;,Non-offensive
"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",Non-offensive
LOL there's a talking monkey live on the internet! Will wonders never cease?,Non-offensive
"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting",Non-offensive
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water",Non-offensive
Lakers are a purple and yellow garbage can,Non-offensive
Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,Non-offensive
"Laughing at my deck that they gave me, yellow and jesus stencils all over it",Non-offensive
Lauren &amp; I ate candy we found on the floor during class we are trash,Non-offensive
Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,Non-offensive
Leave it up to me it would've been in the trash.... All of it.,Non-offensive
Legion of jig &#128557;&#128557;&#128557;,Non-offensive
Let the jig commence http://t.co/pqvJiEvqZa,Non-offensive
Let this white boy be ghetto&#127773;,Non-offensive
Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,Non-offensive
"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",Non-offensive
Let's go for the sweep!! #Yankees #SubwaySeries,Non-offensive
Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,Non-offensive
"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",Non-offensive
Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt,Non-offensive
Lets finish strong Yankees,Non-offensive
Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP,Non-offensive
"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http://t.co/V01w8UamJy",Non-offensive
"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",Non-offensive
Lil Kim really made herself trash smh &#128148;,Non-offensive
Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;,Non-offensive
Literally in the middle of the ghetto and these people look scary,Non-offensive
Literally just got up and the first thing I did was chug a huge glass of water,Non-offensive
Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq,Non-offensive
Little things can just kill a negros mood man,Non-offensive
Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl,Non-offensive
Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,Non-offensive
Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash,Non-offensive
Lmao redskins turnin up,Non-offensive
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",Non-offensive
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,Non-offensive
Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,Non-offensive
"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",Non-offensive
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,Non-offensive
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,Non-offensive
Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,Non-offensive
Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,Non-offensive
Lol colored contacts played out.,Non-offensive
Lol ike Turner http://t.co/8yNqYYaOjo,Non-offensive
Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,Non-offensive
Long yellow.,Non-offensive
Looking back I liked colored better. Let's go back to that,Non-offensive
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,Non-offensive
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,Non-offensive
Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM,Non-offensive
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,Non-offensive
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,Non-offensive
"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?",Non-offensive
"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",Non-offensive
"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",Non-offensive
Madea and this old hillbilly are hilarious together.,Non-offensive
Magellan? You suck at trash talk. @physguy2 @submix8c,Non-offensive
Majority of it is trash anyway.,Non-offensive
"Majority of the time, a woman's story is trash anyway...",Non-offensive
Making brownies,Non-offensive
Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,Non-offensive
Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,Non-offensive
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,Non-offensive
Man in zebra print dress robs bank http://t.co/3xaPAYzbge,Non-offensive
Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.,Non-offensive
"Man, that is a serious shiner Chara's sporting. Yowza.",Non-offensive
Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,Non-offensive
Mannnn tonight feels like trash.,Non-offensive
Manual labor so trash,Non-offensive
